Name,URI,Region GSS code,Period,Sales volume,Reporting period,Average price All property types,Average price Detached houses,Average price Semi-detached houses,Average price Terraced houses,Average price Flats and maisonettes,Pivotable date
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-05,6980,monthly,478485,903088,581868,497350,420076,01/05/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-06,8135,monthly,479931,909153,587607,497145,421188,01/06/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-07,8303,monthly,484724,929011,591665,504801,424322,01/07/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-08,8975,monthly,479550,912509,583664,498383,420693,01/08/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-09,7636,monthly,476545,912657,583686,496528,416752,01/09/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-10,7956,monthly,480057,919012,586432,498816,420614,01/10/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-11,8130,monthly,474347,913641,580831,494653,414526,01/11/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2018-12,6957,monthly,473252,899415,579876,490483,415052,01/12/2018
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-01,6031,monthly,470067,909861,578054,488264,410934,01/01/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-02,5967,monthly,466068,897130,571003,484811,407751,01/02/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-03,6875,monthly,464162,879600,566491,483203,406906,01/03/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-04,6063,monthly,469537,886952,570672,489897,411728,01/04/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-05,6815,monthly,463628,877723,567219,486645,404483,01/05/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-06,6991,monthly,470519,892527,579285,491488,410734,01/06/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-07,8275,monthly,478505,900158,581341,499058,419875,01/07/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-08,8797,monthly,472729,902797,580661,500513,409829,01/08/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-09,7586,monthly,477146,901921,578597,498570,418324,01/09/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-10,7901,monthly,472668,901258,584448,495293,411266,01/10/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-11,7833,monthly,468757,904492,580116,495186,405653,01/11/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2019-12,7107,monthly,479153,908784,584771,502617,418382,01/12/2019
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-01,6527,monthly,475948,892166,580151,498319,416550,01/01/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-02,6465,monthly,474480,913264,584538,501384,411015,01/02/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-03,6842,monthly,482605,917831,591621,505497,421036,01/03/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-04,3206,monthly,476159,921807,585408,502673,412702,01/04/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-05,2929,monthly,473225,907980,582060,497618,411283,01/05/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-06,4511,monthly,479969,906997,593008,510449,414734,01/06/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-07,5988,monthly,483830,920274,595144,511049,419846,01/07/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-08,6148,monthly,489424,937891,606544,521320,421646,01/08/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-09,7087,monthly,493205,941153,609487,525821,425218,01/09/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-10,8083,monthly,486212,939399,605395,522700,415993,01/10/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-11,7737,monthly,494450,960142,616571,531362,422746,01/11/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2020-12,8895,monthly,494304,957381,619454,533336,421237,01/12/2020
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-01,7052,monthly,499817,965737,622862,536545,427851,01/01/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-02,8604,monthly,490719,965710,618886,529918,416291,01/02/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-03,13609,monthly,501758,976677,630231,541099,427017,01/03/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-04,7513,monthly,498981,976373,622017,533452,427521,01/04/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-05,6029,monthly,491272,973571,619969,526441,418193,01/05/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-06,16394,monthly,508229,1004034,642449,555047,427926,01/06/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-07,1190,monthly,514646,989654,624812,535512,452282,01/07/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-08,2290,monthly,522576,1043873,661157,562254,443102,01/08/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-09,,monthly,506856,1025526,654144,554190,422671,01/09/2021
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2021-10,,monthly,516285,1058055,660278,557452,434260,01/10/2021
